"91","g003","16","10","8-1-2017 "
"92","g003","17","20","8-1-2017 "
"93","g003","18","30","8-1-2017 "
"94","g003","19","40","8-1-2017 "
"95","g003","16","120","7-1-2017 "
"96","g003","17","30","7-1-2017 "
"97","g003","18","70","7-1-2017 "
"98","g003","19","0","7-1-2017 "
"99","g002","11","10","8-1-2017 "
"100","g002","12","0","8-1-2017 "
"101","g002","13","30","8-1-2017 "
"102","g002","14","45","8-1-2017 "
"103","g002","15","0","8-1-2017 "
"104","g002","11","1","6-1-2017 "
"105","g002","12","0","6-1-2017 "
"106","g002","13","350","6-1-2017 "
"107","g002","14","10","6-1-2017 "
"108","g002","15","0","6-1-2017 "
"109","g003","16","1000","8-1-17"
"110","g003","17","2000","8-1-17"
"111","g003","18","3000","8-1-17"
"112","g003","19","403","8-1-17"
"113","g002","11","0","9-1-2017 "
"114","g002","12","0","9-1-2017 "
"115","g002","13","12","9-1-2017 "
"116","g002","14","10","9-1-2017 "
"117","g002","15","0","9-1-2017 "
"118","g001","1","103","11-1-2017 "
"119","g001","2","20","11-1-2017 "
"120","g001","3","40","11-1-2017 "
"121","g001","4","50","11-1-2017 "
"122","g001","5","10","11-1-2017 "
"123","g001","6","20","11-1-2017 "
"124","g001","7","0","11-1-2017 "
"125","g001","8","0","11-1-2017 "
"126","g001","9","60","11-1-2017 "
"127","g001","10","0","11-1-2017 "
"128","g001","1","20","12-1-2017 "
"129","g001","2","30","12-1-2017 "
"130","g001","3","403","12-1-2017 "
"131","g001","4","50","12-1-2017 "
"132","g001","5","60","12-1-2017 "
"133","g001","6","70","12-1-2017 "
"134","g001","7","80","12-1-2017 "
"135","g001","8","0","12-1-2017 "
"136","g001","9","0","12-1-2017 "
"137","g001","10","0","12-1-2017 "
"138","g003","16","0","12-1-2017 "
"139","g003","17","306","12-1-2017 "
"140","g003","18","0","12-1-2017 "
"141","g003","19","4655","12-1-2017 "
"142","g003","16","1303","10-1-2017 "
"143","g003","17","20","10-1-2017 "
"144","g003","18","30","10-1-2017 "
"145","g003","19","0","10-1-2017 "
"146","g001","1","106","10-1-2017 "
"147","g001","2","203","10-1-2017 "
"148","g001","3","40","10-1-2017 "
"149","g001","4","20","10-1-2017 "
"150","g001","5","250","10-1-2017 "
"151","g001","6","260","10-1-2017 "
"152","g001","7","30","10-1-2017 "
"153","g001","8","90","10-1-2017 "
"154","g001","9","60","10-1-2017 "
"155","g001","10","0","10-1-2017 "
"156","g003","16","10","9-1-2017 "
"157","g003","17","20","9-1-2017 "
"158","g003","18","30","9-1-2017 "
"159","g003","19","40","9-1-2017 "
"160","g003","16","10","13-1-2017 "
"161","g003","17","20","13-1-2017 "
"162","g003","18","30","13-1-2017 "
"163","g003","19","20","13-1-2017 "
"164","g003","16","10","14-1-2017 "
"165","g003","17","0","14-1-2017 "
"166","g003","18","0","14-1-2017 "
"167","g003","19","0","14-1-2017 "
"168","g003","16","0","16-1-2017 "
"169","g003","17","0","16-1-2017 "
"170","g003","18","0","16-1-2017 "
"171","g003","19","10","16-1-2017 "
"172","g001","1","12","13-1-2017 "
"173","g001","2","10","13-1-2017 "
"174","g001","3","0","13-1-2017 "
"175","g001","4","0","13-1-2017 "
"176","g001","5","10","13-1-2017 "
"177","g001","6","10","13-1-2017 "
"178","g001","7","0","13-1-2017 "
"179","g001","8","10","13-1-2017 "
"180","g001","9","0","13-1-2017 "
"181","g001","10","0","13-1-2017 "
"182","g001","1","10","14-1-2017 "
"183","g001","2","20","14-1-2017 "
"184","g001","3","0","14-1-2017 "
"185","g001","4","0","14-1-2017 "
"186","g001","5","0","14-1-2017 "
"187","g001","6","0","14-1-2017 "
"188","g001","7","0","14-1-2017 "
"189","g001","8","0","14-1-2017 "
"190","g001","9","0","14-1-2017 "
"191","g001","10","0","14-1-2017 "
"192","g002","11","0","10-1-2017 "
"193","g002","12","0","10-1-2017 "
"194","g002","13","0","10-1-2017 "
"195","g002","14","0","10-1-2017 "
"196","g002","15","50","10-1-2017 "
"197","g003","16","0","10-6-2017 "
"198","g003","17","0","10-6-2017 "
"199","g003","18","0","10-6-2017 "
"200","g003","19","0","10-6-2017 "
"201","g001","1","20","21-1-2017 "
"202","g001","2","30","21-1-2017 "
"203","g001","3","0","21-1-2017 "
"204","g001","4","0","21-1-2017 "
"205","g001","5","0","21-1-2017 "
"206","g001","6","0","21-1-2017 "
"207","g001","7","0","21-1-2017 "
"208","g001","8","0","21-1-2017 "
"209","g001","9","0","21-1-2017 "
"210","g001","10","0","21-1-2017 "
"211","g002","11","0","28-12-2017 "
"212","g002","12","0","28-12-2017 "
"213","g002","13","0","28-12-2017 "
"214","g002","14","0","28-12-2017 "
"215","g002","15","0","28-12-2017 "
"216","g002","11","15","14-1-2017 "
"217","g002","12","0","14-1-2017 "
"218","g002","13","0","14-1-2017 "
"219","g002","14","650","14-1-2017 "
"220","g002","15","0","14-1-2017 "
"221","g002","11","12","18-1-2017 "
"222","g002","12","25","18-1-2017 "
"223","g002","13","0","18-1-2017 "
"224","g002","14","0","18-1-2017 "
"225","g002","15","0","18-1-2017 "
"226","g002","11","25","5-1-2017 "
"227","g002","12","0","5-1-2017 "
"228","g002","13","0","5-1-2017 "
"229","g002","14","0","5-1-2017 "
"230","g002","15","0","5-1-2017 "
"231","g001","1","12","20-1-2017 "
"232","g001","2","0","20-1-2017 "
"233","g001","3","0","20-1-2017 "
"234","g001","4","0","20-1-2017 "
"235","g001","5","0","20-1-2017 "
"236","g001","6","0","20-1-2017 "
"237","g001","7","0","20-1-2017 "
"238","g001","8","0","20-1-2017 "
"239","g001","9","0","20-1-2017 "
"240","g001","10","0","20-1-2017 "
"1","FRONT GODO","_0M50PB1QA","1","927"
"2","SUBHAM1","_10M18N2Y2","101","200"
"3","MP MUNDI","_14Q0LN8R4","201","300"
"4","A(S)","_1KL0OVMKF","0","0"
"5","STORES","_S9F18W7QT","0","0"
"6","A","_S9F18WCZE","0","0"
"7","C","_SA40SEC0M","0","0"
"8","F","_SA40SF1YC","0","0"
"9","SALT","_SA40SFO8V","0","0"
"10","RICE","_1UK0R1IMX","0","0"
"11","BE","_20G0JODTJ","0","0"
"12","SHOP","1","0","0"
"1","godown1","g001","1"
"2","godown2","g002","1"
"3","godown3","g003","1"
"4","godown4","g004","1"
"5","godown5","g005","1"
"6","godown6","g006","1"
"7","godown7","g007","1"
"8","godown8","g008","1"
"9","godown9","g009","1"
"10","godown10","g010","1"
"1","1",,"1","_2J618LRH0","110"
"2","2",," 2","_2J61AQ1AE","210"
"3","3",," 3","_2J61AXO2R","33"
"4","4",," 7","_2J61BFAO9","70"
"5","5",,"4","_2J61AZM9O","239"
"6","6",," 5","_2J61B34SD","10"
"7","7",,"6","_2J61B5QJD","20"
"8","8",,"4","_2J61AZM9O","239"
"9","9",," 5","_2J61B34SD","10"
"10","10",,"1","_2J618LRH0","11"
"11","11",," 2","_2J61AQ1AE","20"
"12","12",,"1","_2J618LRH0","9"
"13","13",,"3","_2J61AXO2R","30"
"14","14",," 4","_2J61AZM9O","40"
"15","15",,"1","_2J618LRH0","10"
"16","16",," 2","_2J61AQ1AE","20"
"17","17",," 3","_2J61AXO2R","30"
"18","18",," 4","_2J61AZM9O","40"
"19","19",," 5","_2J61B34SD","50"
"20","20",,"1","_2J618LRH0","10"
"21","21",," 2","_2J61AQ1AE","20"
"22","22",," 3","_2J61AXO2R","30"
"23","23",," 4","_2J61AZM9O","40"
"24","24",," 5","_2J61B34SD","50"
"25","25",," 6","_2J61B5QJD","60"
"26","26",,"1","_2J618LRH0","12"
"27","27",,"67","_2J71ERMD8","50"
"28","28",," 68","_2J71F2P49","0"
"29","29",," 5","_2J61B34SD","50"
"30","30",," 6","_2J61B5QJD","60"
"31","31",," 7","_2J61BFAO9","70"
"32","32",," 8","_2J61BG8NC","14"
"33","33",," 9","_2J61BJ0QN","10"
"34","34",," 10","_2J61BNYAK","50"
"35","35",," 11","_2J61BPDAI","0"
"36","36",,"1","_2J618LRH0","10"
"37","37",," 2","_2J61AQ1AE","20"
"38","38",," 3","_2J61AXO2R","30"
"39","39",," 4","_2J61AZM9O","40"
"40","40",," 5","_2J61B34SD","50"
"41","41",," 6","_2J61B5QJD","50"
"42","42",," 7","_2J61BFAO9","60"
"43","43",,"8","_2J61BG8NC","70"
"44","44",," 9","_2J61BJ0QN","10"
"45","45",,"230","_2KK0L0GGW","10"
"46","46",,"10","_2J61BNYAK","5"
"47","47",," 11","_2J61BPDAI","1"
"48","48",," 12","_2J61BZQS9","9"
"49","49",," 13","_2J61C1OV9","10"
"50","50",,"2","_2J61AQ1AE","13"
"51","51",," 3","_2J61AXO2R","150"
"52","52",," 4","_2J61AZM9O","10"
"53","53",," 5","_2J61B34SD","20"
"54","54",,"14","_2J61C56J4","3"
"55","55",," 6","_2J61B5QJD","30"
"56","56",,"1","_2J618LRH0","10"
"57","57",,"15","_2J61C8ANL","2"
"58","58",," 16","_2J61C8XVY","3"
"59","59",,"1","_2J618LRH0","1"
"60","60",," 2","_2J61AQ1AE","5"
"61","61",," 3","_2J61AXO2R","8"
"62","62",,"1","_2J618LRH0","109"
"63","63",," 2","_2J61AQ1AE","20"
"64","64",,"1","_2J618LRH0","10"
"65","65",," 2","_2J61AQ1AE","20"
"66","66",," 3","_2J61AXO2R","30"
"67","67",," 4","_2J61AZM9O","40"
"68","68",,"5","_2J61B34SD","50"
"69","69",," 6","_2J61B5QJD","60"
"70","70",," 7","_2J61BFAO9","70"
"71","71",,"1","_2J618LRH0","12"
"72","72",," 2","_2J61AQ1AE","58"
"73","73",," 3","_2J61AXO2R","86"
"74","74",," 4","_2J61AZM9O","8"
"75","75",,"1","_2J618LRH0","10"
"76","76",," 2","_2J61AQ1AE","20"
"77","77",," 3","_2J61AXO2R","30"
"78","78",," 4","_2J61AZM9O","40"
"79","79",,"1","_2J618LRH0","10"
"80","80",," 2","_2J61AQ1AE","20"
"81","81",,"3","_2J61AXO2R","30"
"82","82",," 4","_2J61AZM9O","40"
"83","83",," 5","_2J61B34SD","50"
"84","84",," 6","_2J61B5QJD","60"
"85","85",," 7","_2J61BFAO9","70"
"86","86",,"8","_2J61BG8NC","80"
"87","87",," 9","_2J61BJ0QN","90"
"88","88",," 10","_2J61BNYAK","100"
"89","89",," 11","_2J61BPDAI","101"
"90","90",," 12","_2J61BZQS9","102"
"91","91",," 13","_2J61C1OV9","103"
"92","92",," 14","_2J61C56J4","104"
"93","93",," 15","_2J61C8ANL","105"
"94","94",,"1","_2J618LRH0","10"
"95","95",," 2","_2J61AQ1AE","11"
"96","96",," 3","_2J61AXO2R","12"
"97","97",," 4","_2J61AZM9O","13"
"98","98",," 5","_2J61B34SD","14"
"99","99",," 6","_2J61B5QJD","15"
"100","100",," 7","_2J61BFAO9","16"
"101","101",,"1","_2J618LRH0","1"
"102","102",," 2","_2J61AQ1AE","2"
"103","103",," 3","_2J61AXO2R","37"
"104","104",," 4","_2J61AZM9O","4"
"105","105",," 5","_2J61B34SD","5"
"106","106",," 6","_2J61B5QJD","6"
"107","107",," 7","_2J61BFAO9","7"
"108","108",," 8","_2J61BG8NC","8"
"109","109",," 9","_2J61BJ0QN","9"
"110","110",," 10","_2J61BNYAK","10"
"111","111",,"8","_2J61BG8NC","12"
"112","112",," 9","_2J61BJ0QN","5"
"113","113",," 11","_2J61BPDAI","45"
"114","114",," 10","_2J61BNYAK","56"
"115","115",," 12","_2J61BZQS9","12"
"116","116",," 13","_2J61C1OV9","34"
"117","117",," 14","_2J61C56J4","45"
"118","118",," 15","_2J61C8ANL","56"
"119","119",," 16","_2J61C8XVY","1"
"120","120",," 17","_2J61CBJYO","2"
"121","121",,"1","2J618LRH0","1096"
"122","122",," 2","2J61AQ1AE","920"
"123","123",," 3","2J61AXO2R","30"
"124","124",," 4","2J61AZM9O","40"
"125","125",," 5","2J61B34SD","50"
"126","126",," 6","2J61B5QJD","60"
"127","127",,"1","2J618LRH0","100"
"1","1",,"21-1-2017 ","u001","_0M50PB1QA","15:46:22"
"2"," 2",,"21-1-2017 ","u001","_0M50PB1QA","15:46:22"
"3"," 3",,"21-1-2017 ","u001","_0M50PB1QA","15:46:22"
"4"," 7",,"21-1-2017 ","u001","_0M50PB1QA","15:49:36"
"5","4",,"21-1-2017 ","u001","_0M50PB1QA","16:15:57"
"6"," 5",,"21-1-2017 ","u001","_0M50PB1QA","16:15:57"
"7","6",,"21-1-2017 ","u001","_0M50PB1QA","16:18:51"
"8","4",,"20-1-2017 ","u001","_0M50PB1QA","16:31:43"
"9"," 5",,"20-1-2017 ","u001","_0M50PB1QA","16:31:43"
"10","1",,"20-1-2017 ","u001","_0M50PB1QA","16:33:17"
"11"," 2",,"20-1-2017 ","u001","_0M50PB1QA","16:33:17"
"12","1",,"19-1-2017 ","u001","_0M50PB1QA","16:34:39"
"13","3",,"null","u001","_0M50PB1QA","16:41:58"
"14"," 4",,"null","u001","_0M50PB1QA","16:41:58"
"15","1",,"24-1-2017 ","u001","_0M50PB1QA","18:59:33"
"16"," 2",,"24-1-2017 ","u001","_0M50PB1QA","18:59:33"
"17"," 3",,"24-1-2017 ","u001","_0M50PB1QA","18:59:33"
"18"," 4",,"24-1-2017 ","u001","_0M50PB1QA","18:59:33"
"19"," 5",,"24-1-2017 ","u001","_0M50PB1QA","18:59:33"
"20","1",,"25-1-2017 ","u001","_0M50PB1QA","19:00:52"
"21"," 2",,"25-1-2017 ","u001","_0M50PB1QA","19:00:52"
"22"," 3",,"25-1-2017 ","u001","_0M50PB1QA","19:00:52"
"23"," 4",,"25-1-2017 ","u001","_0M50PB1QA","19:00:52"
"24"," 5",,"25-1-2017 ","u001","_0M50PB1QA","19:00:52"
"25"," 6",,"25-1-2017 ","u001","_0M50PB1QA","19:00:52"
"26","1",,"26-1-2017 ","u001","_0M50PB1QA","19:02:24"
"27","67",,"27-1-2017 ","u003","_0M50PB1QA","14:32:10"
"28"," 68",,"27-1-2017 ","u003","_0M50PB1QA","14:32:10"
"29"," 5",,"null","u003","_0M50PB1QA","14:49:25"
"30"," 6",,"null","u003","_0M50PB1QA","14:49:25"
"31"," 7",,"null","u003","_0M50PB1QA","14:49:25"
"32"," 8",,"null","u003","_0M50PB1QA","14:49:25"
"33"," 9",,"null","u003","_0M50PB1QA","14:49:25"
"34"," 10",,"null","u003","_0M50PB1QA","14:49:25"
"35"," 11",,"null","u003","_0M50PB1QA","14:49:25"
"36","1",,"27-1-2017 ","u003","_0M50PB1QA","14:51:08"
"37"," 2",,"27-1-2017 ","u003","_0M50PB1QA","14:51:08"
"38"," 3",,"27-1-2017 ","u003","_0M50PB1QA","14:51:08"
"39"," 4",,"27-1-2017 ","u003","_0M50PB1QA","14:51:08"
"40"," 5",,"27-1-2017 ","u003","_0M50PB1QA","14:51:08"
"41"," 6",,"27-1-2017 ","u003","_0M50PB1QA","14:51:08"
"42"," 7",,"27-1-2017 ","u003","_0M50PB1QA","14:51:08"
"43","8",,"27-1-2017 ","u003","_0M50PB1QA","14:55:02"
"44"," 9",,"27-1-2017 ","u003","_0M50PB1QA","14:55:02"
"45","230",,"27-1-2017 ","u002","_0M50PB1QA","14:59:41"
"46","10",,"27-1-2017 ","u003","_0M50PB1QA","15:00:20"
"47"," 11",,"27-1-2017 ","u003","_0M50PB1QA","15:00:35"
"48"," 12",,"27-1-2017 ","u003","_0M50PB1QA","15:00:35"
"49"," 13",,"27-1-2017 ","u003","_0M50PB1QA","15:00:35"
"50","2",,"26-1-2017 ","u003","_0M50PB1QA","15:01:44"
"51"," 3",,"26-1-2017 ","u003","_0M50PB1QA","15:01:44"
"52"," 4",,"26-1-2017 ","u003","_0M50PB1QA","15:03:03"
"53"," 5",,"26-1-2017 ","u003","_0M50PB1QA","15:03:03"
"54","14",,"27-1-2017 ","u003","_0M50PB1QA","15:08:25"
"55"," 6",,"26-1-2017 ","u002","_0M50PB1QA","15:28:58"
"56","1",,"23-1-2017 ","u002","_0M50PB1QA","15:31:21"
"57","15",,"19-1-2017 ","u001","_0M50PB1QA","15:36:12"
"58"," 16",,"19-1-2017 ","u001","_0M50PB1QA","15:36:12"
"59","1",,"16-1-2017 ","u001","_0M50PB1QA","18:12:50"
"60"," 2",,"16-1-2017 ","u001","_0M50PB1QA","18:12:50"
"61"," 3",,"16-1-2017 ","u001","_0M50PB1QA","18:12:50"
"62","1",,"null","u003","_0M50PB1QA","11:11:52"
"63"," 2",,"null","u003","_0M50PB1QA","11:11:52"
"64","1",,"28-1-2017 ","u003","_0M50PB1QA","11:13:01"
"65"," 2",,"28-1-2017 ","u003","_0M50PB1QA","11:13:01"
"66"," 3",,"28-1-2017 ","u003","_0M50PB1QA","11:13:01"
"67"," 4",,"28-1-2017 ","u003","_0M50PB1QA","11:13:01"
"68","5",,"28-1-2017 ","u001","_0M50PB1QA","11:50:15"
"69"," 6",,"28-1-2017 ","u001","_0M50PB1QA","11:50:15"
"70"," 7",,"28-1-2017 ","u001","_0M50PB1QA","11:50:15"
"71","1",,"29-1-2017 ","u002","_0M50PB1QA","19:04:40"
"72"," 2",,"29-1-2017 ","u002","_0M50PB1QA","19:04:40"
"73"," 3",,"29-1-2017 ","u002","_0M50PB1QA","19:04:40"
"74"," 4",,"29-1-2017 ","u002","_0M50PB1QA","19:04:40"
"75","1",,"2-2-2017 ","u001","_0M50PB1QA","12:39:06"
"76"," 2",,"2-2-2017 ","u001","_0M50PB1QA","12:39:06"
"77"," 3",,"2-2-2017 ","u001","_0M50PB1QA","12:39:07"
"78"," 4",,"2-2-2017 ","u001","_0M50PB1QA","12:39:07"
"79","1",,"4-2-2017 ","u001","_0M50PB1QA","19:33:48"
"80"," 2",,"4-2-2017 ","u001","_0M50PB1QA","19:33:48"
"81","3",,"4-2-2017 ","u001","_0M50PB1QA","19:38:45"
"82"," 4",,"4-2-2017 ","u001","_0M50PB1QA","19:38:45"
"83"," 5",,"4-2-2017 ","u001","_0M50PB1QA","19:38:45"
"84"," 6",,"4-2-2017 ","u001","_0M50PB1QA","19:38:45"
"85"," 7",,"4-2-2017 ","u001","_0M50PB1QA","19:38:45"
"86","8",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"87"," 9",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"88"," 10",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"89"," 11",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"90"," 12",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"91"," 13",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"92"," 14",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"93"," 15",,"4-2-2017 ","u001","_0M50PB1QA","19:39:27"
"94","1",,"3-2-2017 ","u001","_0M50PB1QA","19:41:40"
"95"," 2",,"3-2-2017 ","u001","_0M50PB1QA","19:41:40"
"96"," 3",,"3-2-2017 ","u001","_0M50PB1QA","19:41:40"
"97"," 4",,"3-2-2017 ","u001","_0M50PB1QA","19:41:40"
"98"," 5",,"3-2-2017 ","u001","_0M50PB1QA","19:41:40"
"99"," 6",,"3-2-2017 ","u001","_0M50PB1QA","19:41:40"
"100"," 7",,"3-2-2017 ","u001","_0M50PB1QA","19:41:40"
"101","1",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"102"," 2",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"103"," 3",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"104"," 4",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"105"," 5",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"106"," 6",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"107"," 7",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"108"," 8",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"109"," 9",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"110"," 10",,"1-2-2017 ","u001","_0M50PB1QA","19:46:05"
"111","8",,"28-1-2017 ","u001","_0M50PB1QA","19:57:44"
"112"," 9",,"28-1-2017 ","u001","_0M50PB1QA","19:57:44"
"113"," 11",,"28-1-2017 ","u001","_0M50PB1QA","19:57:44"
"114"," 10",,"28-1-2017 ","u001","_0M50PB1QA","19:57:44"
"115"," 12",,"28-1-2017 ","u001","_0M50PB1QA","19:58:51"
"116"," 13",,"28-1-2017 ","u001","_0M50PB1QA","19:58:51"
"117"," 14",,"28-1-2017 ","u001","_0M50PB1QA","19:58:51"
"118"," 15",,"28-1-2017 ","u001","_0M50PB1QA","19:58:51"
"119"," 16",,"28-1-2017 ","u001","_0M50PB1QA","19:59:20"
"120"," 17",,"28-1-2017 ","u001","_0M50PB1QA","19:59:21"
"121","1",,"20-2-2017 ","u001","_0M50PB1QA","11:20:11"
"122"," 2",,"20-2-2017 ","u001","_0M50PB1QA","11:20:12"
"123"," 3",,"20-2-2017 ","u001","_0M50PB1QA","11:20:12"
"124"," 4",,"20-2-2017 ","u001","_0M50PB1QA","11:20:12"
"125"," 5",,"20-2-2017 ","u001","_0M50PB1QA","11:20:12"
"126"," 6",,"20-2-2017 ","u001","_0M50PB1QA","11:20:12"
"127","1",,"19-2-2017 ","u003","_0M50PB1QA","11:47:31"
"1","SALT","S","2J618LRH0","மகிழ்ச்சி சால்ட்","_0M50PB1QA","0","1"
"2","KAL UPPU","K","2J61AQ1AE","கஸ்தூரி கல்உப்பு","_0M50PB1QA","0","2"
"3","KARMBUSARKARAI","KSM","2J61AXO2R","60கி க.சர்க்கரை","_0M50PB1QA","0","3"
"4","KARAMBU SARKARAI","KS","2J61AZM9O","க.சர்க்கரை","_0M50PB1QA","0","4"
"5","VELLAM CHIP","VLC","2J61B34SD","30கி வெல்லம்","_0M50PB1QA","0","5"
"6","VELLAM KILO","VLS","2J61B5QJD","சேலம்வெல்லம்","_0M50PB1QA","0","6"
"7","GREEN PEES","PPC","2J61BFAO9","50கி ப பட்டாணி","_0M50PB1QA","0","7"
"8","GREEN PEENS","PP","2J61BG8NC","ப பட்டாணி","_0M50PB1QA","0","8"
"9","50KG WHITE PATTANI","VPC","2J61BJ0QN","50கி வெள்ளபட்டாணி","_0M50PB1QA","0","9"
"10","AUSTRIA","APC","2J61BNYAK","ஆஸ்.பிட்ரி","_0M50PB1QA","0","10"
"11","AUSTRIA PATRE","AP","2J61BPDAI","ஆஸ்.பிட்ரி","_0M50PB1QA","0","11"
"12","MUMBAI CHIP","MMC","2J61BZQS9","50கி.மும்பை","_0M50PB1QA","0","12"
"13","MUMBAI KADALAPARUPU","MM","2J61C1OV9","மும்பை க.பருப்பு","_0M50PB1QA","0","13"
"14","KADALA PARUPU KILO","KP1","2J61C56J4","10Vக.பருப்பு","_0M50PB1QA","0","14"
"15","AVUL KILO","AL","2J61C8ANL","அவுல்","_0M50PB1QA","0","15"
"16","AVUL MUDAI","ALM","2J61C8XVY","அவுல்","_0M50PB1QA","0","16"
"17","MALLI LINE MUDAI","LMM","2J61CBJYO","40கி லைன்.மல்லி","_0M50PB1QA","0","17"
"18","NO2 MALLI KILO","LM","2J61CCDZU","லைன்.மல்லி","_0M50PB1QA","0","18"
"19","MALLI NADU MUDA","NMM","2J61CFEU8","40கி நாட்டு.மல்லி","_0M50PB1QA","0","19"
"20","MALLI NADU KILO","NM","2J61CG1TX","நாடு.மல்லி","_0M50PB1QA","0","20"
"21","PASI PAIRU NADU KILO","NP","2J61CIP2R","நாடு பா.பயிர்","_0M50PB1QA","0","21"
"22","PASIPARI CHIP NADU","NPC","2J61CKF3E","50கி நாடு பா.பயிர்","_0M50PB1QA","0","22"
"23","PASIPAIRU MUDAI","NPM","2J61CLE2X","100கி நாடு பா.பயிர்","_0M50PB1QA","0","23"
"24","PASI PAIRU MED","MP","2J61CMW7Q","M. பா.பயிர்","_0M50PB1QA","0","24"
"25","M.PASI PAIRU.C","MPC","2J61CO1N1","50கி M. பா.பயிர்","_0M50PB1QA","0","25"
"26","M PASI PAIRU MUD","MPM","2J61CQPY2","M. பா.பMயிர்","_0M50PB1QA","0","26"
"27","PASIPAIYARU","PPB.","2J61CT3MP","B. பா.பயிர்","_0M50PB1QA","0","27"
"28","PPIB CHIP","PPBC","2J61CUZ7F","B. பா.பயிர்","_0M50PB1QA","0","28"
